日期,一级分类,二级分类,金额,成员,备注,是否共同开销,月份
2026/06/30,购物,其他,15.92,ljy,GoodsService purchase,否,06
2026/06/30,购物,电器,4148.00,ljy,Osmo Pocket 4 全能套装（已全额退款）,否,06
2026/06/30,餐饮,三餐,19.91,ljy,北京超意兴餐饮文化有限公司,否,06
